CBID,Warhead-01,Warhead-02
A1LZK_cov,Aldehyde,Aldehyde
A1MAF_cov,Cyclic_Boronic_Acid,Boronic_Acid
A1MBD_cov,Cyclic_Boronic_Acid,Boronic_Acid
A1MBL_cov,α-haloamide,Halohydrocarbon
A1MCI_cov,β-lactam,Lactam
A1W_cov,Haloacetamide,Halohydrocarbon
A3O_cov,Acrylamide,Michael_Acceptor
A3Z_cov,Phosphoric_Acid,Phosphonate
A4W_cov,Isothiazolinone,Isothiazolinone
A5O_cov,Phosphoric_Acid,Phosphonate
A7Z_cov,Halosulfate,Sulfonyl_Halide
A8J_cov,α-halomethyl_Ketone,Halohydrocarbon
A8U_cov,Aryl_Halide,Aryl_Halide
A93_cov,Ester,Ester
A9C_cov,α-cyanovinyl_Carbonyl,Michael_Acceptor
A9F_cov,α-cyanovinyl_Carbonyl,Michael_Acceptor
AA1_cov,Acrylate,Michael_Acceptor
AA8_cov,Acrylate,Michael_Acceptor
AAF_cov,Nitrile,Nitrile
AAK_cov,Acrylamide,Michael_Acceptor
ABB_cov,Ketone,Carbonyl
AC0_cov,α-halomethyl_Ketone,Halohydrocarbon
ACE_cov,Haloacetamide,Halohydrocarbon
ACF_cov,Nitrile,Nitrile
ACH_cov,Ester,Ester
ACN_cov,α-halomethyl_Ketone,Halohydrocarbon
ACY_1_cov,α-halocarboxylic_Acid,Halohydrocarbon
ACY_2_cov,Haloacetamide,Halohydrocarbon
ADF_cov,Nitrile,Nitrile
ADT_cov,Haloacetamide,Halohydrocarbon
AEM_cov,Nitrile,Nitrile
AEN_cov,Haloacetamide,Halohydrocarbon
AEQ_cov,Acrylamide,Michael_Acceptor
AES_cov,Sulfonyl_Halide,Sulfonyl_Halide
AG6_cov,αβ-unsaturated_Carbonyl,Michael_Acceptor
AG7_cov,Acrylate,Michael_Acceptor
AHR_cov,Glycoside,Glycoside
AI8_cov,β-lactam,Lactam
AIA_cov,Nitrile,Nitrile
AIE_cov,α-halomethyl_Ketone,Halohydrocarbon
AIO_cov,Boronic_Acid,Boronic_Acid
AIX_cov,β-lactam,Lactam
AJ3_cov,Disulfide,Disulfide
AJF_cov,α-halomethyl_Ketone,Halohydrocarbon
AKG_cov,Carboxylic_Acid,Carboxylic_Acid
ALD_cov,Aldehyde,Aldehyde
ALK_cov,Acylphosphonate,Phosphonate
ALP_cov,β-lactam,Lactam
AMP_cov,Phosphoric_Acid,Phosphonate
AO0_cov,α-halomethyl_Ketone,Halohydrocarbon
AP3_cov,β-lactam,Lactam
APA_cov,Ketone,Carbonyl
APB_cov,Boronic_Acid,Boronic_Acid
APF_cov,Ketone,Carbonyl
APG_cov,Epoxide,Epoxide
AQ7_cov,Acrylamide,Michael_Acceptor
AQR_cov,Conjugated_System,Conjugated_System
AR0_cov,Ketone,Carbonyl
AR6_cov,Nicotinamide_Riboside,Aminium_Ion
AR7_cov,Aldehyde,Aldehyde
AS2_cov,Aldehyde,Aldehyde
ASA_1_cov,Aldehyde,Aldehyde
ASA_2_cov,Aldehyde,Aldehyde
ASA_3_cov,Aldehyde,Aldehyde
ASA_4_cov,Aldehyde,Aldehyde
ASJ_10_cov,Aldehyde,Aldehyde
ASJ_11_cov,Aldehyde,Aldehyde
ASJ_12_cov,Aldehyde,Aldehyde
ASJ_1_cov,Epoxide@Ketone,Epoxide@Carbonyl
ASJ_2_cov,Epoxide@Ketone,Epoxide@Carbonyl
ASJ_3_cov,Aldehyde,Aldehyde
ASJ_4_cov,Aldehyde,Aldehyde
ASJ_5_cov,Aldehyde,Aldehyde
ASJ_6_cov,Aldehyde,Aldehyde
ASJ_7_cov,Aldehyde,Aldehyde
ASJ_8_cov,Aldehyde,Aldehyde
ASJ_9_cov,Aldehyde,Aldehyde
ASO_cov,Glycoside,Glycoside
ATJ_cov,Phosphoramido_Nitrile,Phosphonate
ATO_cov,α-halomethyl_Ketone,Halohydrocarbon
AVN_cov,Haloisoxazoline,Vinyl_Halide
AVU_1_cov,Nicotinamide_Riboside,Aminium_Ion
AVU_2_cov,Nicotinamide_Riboside,Aminium_Ion
AVW_cov,Nicotinamide_Riboside,Aminium_Ion
AVY_cov,Aldehyde,Aldehyde
AW4_cov,Aldehyde,Aldehyde
AW9_cov,Acrylate,Michael_Acceptor
AWX_cov,Acrylamide,Michael_Acceptor
AXD_cov,Nitrile,Nitrile
AXL_cov,β-lactam,Lactam
AYC_cov,Ketone,Carbonyl
AZ0_cov,Epoxide,Epoxide
AZP_cov,Epoxide,Epoxide
AZR_cov,β-lactam,Lactam
AZS_cov,α-diazomethyl_Ketone,Diazomethyl_Carbonyl
B07_cov,Boronic_Acid,Boronic_Acid
B0S_cov,Boronic_Acid,Boronic_Acid
B1S_cov,Aldehyde,Aldehyde
B27_1_cov,Thiol,Thiol
B27_2_cov,Thiol,Thiol
B27_3_cov,Thiol,Thiol
B2A_1_cov,Boronic_Acid,Boronic_Acid
B2A_2_cov,Boronic_Acid,Boronic_Acid
B2A_3_cov,Boronic_Acid,Boronic_Acid
B2F_cov,Boronic_Acid,Boronic_Acid
B2I_cov,Boronic_Acid,Boronic_Acid
B2V_1_cov,Boronic_Acid,Boronic_Acid
B2V_2_cov,Boronic_Acid,Boronic_Acid
B3C_cov,Ketone,Carbonyl
B3F_cov,Acrylamide,Michael_Acceptor
B4C_cov,Ketone,Carbonyl
B59_cov,Aldehyde,Aldehyde
B6Y_cov,Aldehyde,Aldehyde
B77_cov,Aldehyde,Aldehyde
B78_cov,Aldehyde,Aldehyde
B7Y_cov,α-halomethyl_Ketone,Halohydrocarbon
B7Z_cov,Acrylamide,Michael_Acceptor
B92_cov,α-acyloxymethyl_Ketone,α-acyloxymethyl_Ketone
B93_cov,α-acyloxymethyl_Ketone,α-acyloxymethyl_Ketone
B94_cov,α-acyloxymethyl_Ketone,α-acyloxymethyl_Ketone
B9D_1_cov,Glycosyl_Halide,Glycoside
B9D_2_cov,Glycosyl_Halide,Glycoside
BA0_cov,Acrylamide,Michael_Acceptor
BAA_cov,O-acyl_Hydroxamic_Acid,O-Acyl_Hydroxamic_Acid
BBL_1_cov,β-lactone,Lactone
BBL_2_cov,Ester,Ester
BBR_cov,α-halomethyl_Ketone,Halohydrocarbon
BCQ_cov,Vinyl_Sulfone,Vinyl_Sulfone
BD1_cov,Carbonate,Carbonate
BD3_cov,Nitrile,Nitrile
BDB_cov,Boronic_Acid,Boronic_Acid
BDK_cov,Ketone,Carbonyl
BDP_cov,Ester,Ester
BE1_cov,Haloacetamide,Halohydrocarbon
BE8_cov,Boronic_Acid,Boronic_Acid
BEZ_1_cov,Ketone,Carbonyl
BEZ_2_cov,Ester,Ester
BF0_cov,Acrylate,Michael_Acceptor
BFB_cov,Haloacetamidine,Halohydrocarbon
BFE_cov,Thiol,Thiol
BFG_cov,Thiol,Thiol
BFN_cov,Glycosyl_Halide,Glycoside
BFO_cov,β-lactone,Lactone
BG3_cov,Carboxylic_Acid,Carboxylic_Acid
BGC_1_cov,Glycoside,Glycoside
BGC_2_cov,Glycoside,Glycoside
BGC_3_cov,Glycoside,Glycoside
BGC_4_cov,Glycoside,Glycoside
BGC_5_cov,Glycoside,Glycoside
BH6_cov,Boronic_Acid,Boronic_Acid
BHI_cov,Alkyl_Halide,Halohydrocarbon
BHU_cov,Boronic_Acid,Boronic_Acid
BIP_cov,Alkyl_Halide,Halohydrocarbon
BIY_cov,β-lactam,Lactam
BJH_cov,Boronic_Acid,Boronic_Acid
BJI_cov,Boronic_Acid,Boronic_Acid
BJL_cov,Epoxide,Epoxide
BJM_cov,Nitrile,Nitrile
BJP_cov,Boronic_Acid,Boronic_Acid
BKM_cov,Butadienyl_Carbonyl,Michael_Acceptor
BLE_cov,Boronic_Acid,Boronic_Acid
BLN_cov,Nitrile,Nitrile
BMA_cov,Glycoside,Glycoside
BN6_cov,α-ketoamide,Carbonyl
BNO_cov,Boronic_Acid,Boronic_Acid
BO2_cov,Cyclic_Borate,Boric_Ester
BO8_cov,Boronic_Acid,Boronic_Acid
BO9_cov,Boronic_Acid,Boronic_Acid
BOR_cov,Boronic_Acid,Boronic_Acid
BOU_cov,β-lactam,Lactam
BOV_cov,Haloacetamide,Halohydrocarbon
BPR_cov,Boronic_Acid,Boronic_Acid
BQD_cov,Acrylamide,Michael_Acceptor
BR1_cov,Alkyl_Halide@Ketone,Carbonyl@Halohydrocarbon
BSA_cov,β-sultam,Sultam
BSF_cov,Boronic_Acid,Boronic_Acid
BSG_cov,Boronic_Acid,Boronic_Acid
BSH_cov,Boronic_Acid,Boronic_Acid
BT6_1_cov,Thioether,Thioether
BT6_2_cov,Thiol,Thiol
BT7_cov,Ketone,Carbonyl
BTH_cov,α-aryloxymethyl_Ketone,Aryloxymethyl_Carbonyl
BTL_cov,Aldehyde,Aldehyde
BTW_cov,Thiirane,Thiirane
BU2_cov,Aldehyde,Aldehyde
BUA_1_cov,α-halocarboxylic_Acid,Halohydrocarbon
BUA_2_cov,Carboxylic_Acid,Carboxylic_Acid
BUB_cov,Boronic_Acid,Boronic_Acid
BUK_cov,Ketone,Carbonyl
BVZ_cov,Boronic_Acid,Boronic_Acid
BWF_cov,Carbamate,Carbamate
BWL_cov,Carbamate,Carbamate
BWO_cov,Carbamate,Carbamate
BX0_cov,Acrylate,Michael_Acceptor
BX6_cov,Boronic_Acid,Boronic_Acid
BX9_cov,Boronic_Acid,Boronic_Acid
BXG_cov,Aryl_Halide,Aryl_Halide
BY1_cov,β-sulfonylvinyl_Nitrile,Vinyl_Sulfone
BYU_cov,Acrylamide,Michael_Acceptor
BZB_cov,Boronic_Acid,Boronic_Acid
C0S_cov,Carbamate,Carbamate
C11_1_cov,Phosphonate_Ester,Phosphonate
C11_2_cov,Phosphonate_Ester,Phosphonate
C1G_cov,Nitrile,Nitrile
C1N_cov,α-halomethyl_Ketone,Halohydrocarbon
C1P_cov,Vinyl_Sulfone,Vinyl_Sulfone
C1R_cov,Carboxylic_Acid,Carboxylic_Acid
C28_cov,Nitrile,Nitrile
C3A_cov,Ketone,Carbonyl
C3E_cov,Nitrile,Nitrile
C3K_cov,Acrylamide,Michael_Acceptor
C3X_cov,Epoxide,Epoxide
C48_cov,Epoxide,Epoxide
C4A_cov,Ketone,Carbonyl
C4P_cov,Aldehyde,Aldehyde
C5S_cov,Urea,Urea_carbonyl
C5W_cov,Ester,Ester
C5X_cov,Epoxide,Epoxide
C63_cov,Phosphonate_Ester,Phosphonate
C6S_cov,Cyclic_Boronic_Acid,Boronic_Acid
C71_cov,Nitrile,Nitrile
C7A_cov,Haloacetamide,Halohydrocarbon
C7Q_cov,Nitrile,Nitrile
C8D_cov,Boronic_Acid,Boronic_Acid
C8G_cov,Acrylamide,Michael_Acceptor
C8S_cov,Nitrile,Nitrile
C8V_cov,Imidazolidinone,Urea_carbonyl
C8Y_cov,Imidazolidinone,Urea_carbonyl
C9D_cov,Imidazolidinone,Urea_carbonyl
C9P_cov,Boronic_Acid,Boronic_Acid
CA1_cov,Acrylate,Michael_Acceptor
CA6_cov,Vinyl_Sulfone,Vinyl_Sulfone
CA8_cov,Vinyl_Sulfone,Vinyl_Sulfone
CAB_cov,α-diazomethyl_Ketone,Diazomethyl_Carbonyl
CAJ_cov,Acrylate,Michael_Acceptor
CAQ_cov,Catechol,Catechol
CAZ_cov,β-lactam,Lactam
CB4_cov,Boronic_Acid,Boronic_Acid
CB9_cov,β-lactam,Lactam
CBU_cov,Epoxide,Epoxide
CCD_cov,Ketone,Carbonyl
CCP_cov,Phosphonate_Ester,Phosphonate
CCZ_cov,Phosphonate_Ester,Phosphonate
CD6_cov,β-lactam,Lactam
CD7_cov,Imidazolinone,Urea_carbonyl
CD8_cov,β-lactam,Lactam
CDS_cov,β-lactam,Lactam
CE7_cov,Carboxylic_Acid,Carboxylic_Acid
CED_cov,β-lactam,Lactam
CEF_cov,β-lactam,Lactam
CEH_cov,β-lactam,Lactam
CEM_cov,β-lactam,Lactam
CES_cov,β-lactam,Lactam
CEV_cov,Acrylate,Michael_Acceptor
CF0_1_cov,α-halomethyl_Ketone,Halohydrocarbon
CF0_2_cov,α-halomethyl_Ketone,Halohydrocarbon
CF0_3_cov,α-halomethyl_Ketone,Halohydrocarbon
CF0_4_cov,α-halomethyl_Ketone,Halohydrocarbon
CF0_5_cov,α-halomethyl_Ketone,Halohydrocarbon
CFU_cov,β-lactam,Lactam
CIB_cov,Aldehyde,Aldehyde
CIF_cov,Acrylamide,Michael_Acceptor
CIN_cov,Carboxylic_Acid,Carboxylic_Acid
CIR_cov,Urea,Urea_carbonyl
CIX_cov,Boronic_Acid,Boronic_Acid
CJV_cov,Acrylamide,Michael_Acceptor
CKC_cov,α-acyloxymethyl_Ketone,α-acyloxymethyl_Ketone
CKE_cov,Nitrile,Nitrile
CKF_cov,Sulfonyl_Halide,Sulfonyl_Halide
CLX_cov,Aldehyde,Aldehyde
CMQ_cov,Ketone@α-halomethyl_Ketone,Carbonyl@Halohydrocarbon
CMV_cov,β-lactam,Lactam
CNE_cov,Ketone,Carbonyl
COI_cov,α-halocarboxylic_Acid,Halohydrocarbon
COM_cov,Disulfide,Disulfide
CP5_cov,Cyclic_Acylphosphate,Phosphonate
CPR_cov,Aryl_Halide,Aryl_Halide
CPX_cov,γ-lactam,Lactam
CQ3_cov,Acrylamide,Michael_Acceptor
CQ6_cov,Vinyl_Sulfonamide,Vinyl_Sulfone
CQQ_cov,Acrylamide,Michael_Acceptor
CRJ_cov,Nitrile,Nitrile
CRL_cov,Nitrile,Nitrile
CRV_cov,Nitrile,Nitrile
CT1_cov,Aldehyde,Aldehyde
CT2_cov,Aldehyde,Aldehyde
CTA_cov,α-ketoamide,Carbonyl
CTB_cov,Boronic_Acid,Boronic_Acid
CTI_cov,Conjugated_System,Conjugated_System
CTR_cov,Glycoside,Glycoside
CUX_cov,Aldehyde,Aldehyde
CVB_cov,Boronic_Acid,Boronic_Acid
CVE_cov,γ-lactone,Lactone
CVX_cov,Thiophosphonate_Ester,Phosphonate
CW2_cov,Haloacetamide,Halohydrocarbon
CW8_cov,Nitrile,Nitrile
CWF_cov,Ketone,Carbonyl
CWV_cov,Boronic_Acid,Boronic_Acid
CXB_cov,Boronic_Acid,Boronic_Acid
CXU_cov,β-lactam,Lactam
CY6_cov,Acrylate,Michael_Acceptor
CYJ_cov,Unclassified,Unclassified
CYX_cov,Ester,Ester
CZ7_cov,Boronic_Acid,Boronic_Acid
CZ8_cov,Boronic_Acid,Boronic_Acid
CZ9_cov,Boronic_Acid,Boronic_Acid
CZD_cov,Nitrile,Nitrile
D03_cov,α-ketoamide,Carbonyl
D0P_cov,Disulfide,Disulfide
D1R_cov,Vinyl_Sulfone,Vinyl_Sulfone
D1T_1_cov,Oxycarbonyl-disulfide,Disulfide
D1T_2_cov,Disulfide,Disulfide
D2I_cov,Acrylate,Michael_Acceptor
D5R_cov,Acrylate,Michael_Acceptor
D5U_cov,αβ-unsaturated_Carbonyl,Michael_Acceptor
D5W_cov,Nitrile,Nitrile
D60_cov,αβ-unsaturated_Carbonyl,Michael_Acceptor
D7G_cov,α-ketoamide,Carbonyl
D7O_cov,Acrylate,Michael_Acceptor
D8E_cov,Aldehyde,Aldehyde
D8F_cov,Nitroarene,Nitroarene
D8K_cov,Aldehyde,Aldehyde
D8N_cov,Haloisoxazoline,Haloisoxazoline
DAC_cov,αβ-unsaturated_Carbonyl,Michael_Acceptor
DAM_cov,Acrylamide,Michael_Acceptor
DAO_1_cov,Amide,Amide
DAO_2_cov,Thioester,Thioester
DAV_cov,Ketone,Carbonyl
DAW_cov,Disulfide,Disulfide
DBC_cov,Carbonate,Carbonate
DBX_cov,αβ-unsaturated_Carbonyl,Michael_Acceptor
DC6_cov,Acrylate,Michael_Acceptor
DCB_cov,Glycoside,Glycoside
DCD_cov,Disulfide,Disulfide
DCL_1_cov,Epoxide@Ketone,Epoxide@Carbonyl
DCL_2_cov,Epoxide@Ketone,Epoxide@Carbonyl
DCL_3_cov,Epoxide@Ketone,Epoxide@Carbonyl
DCL_4_cov,Epoxide@Ketone,Epoxide@Carbonyl
DCL_5_cov,Epoxide@Ketone,Epoxide@Carbonyl
DCW_cov,Urea,Urea_carbonyl
DDO_cov,α-diazomethyl_Ketone,Diazomethyl_Carbonyl
DEC_cov,Ester,Ester
DEP_1_cov,Phosphate_Ester,Phosphonate
DEP_2_cov,Phosphate_Ester,Phosphonate
DEP_3_cov,Unclassified,Unclassified
DEP_4_cov,Phosphorothioate_Ester,Phosphonate
DFD_cov,Oxycarbonyl-disulfide,Disulfide
DFE_cov,Unclassified,Unclassified
DFP_cov,Halophosphate,Phosphonate
DFR_cov,Alkenyl_Halide,Vinyl_Halide
DFX_1_cov,Glycoside,Glycoside
DFX_2_cov,Glycoside,Glycoside
DH4_cov,β-lactam,Lactam
DH9_cov,β-lactone,Lactone
DHA_cov,Acrylamide,Michael_Acceptor
DHC_cov,Carboxylic_Acid,Carboxylic_Acid
DI2_cov,Boronic_Acid,Boronic_Acid
DI3_cov,Boronic_Acid,Boronic_Acid
DI4_cov,Boronic_Acid,Boronic_Acid
DI5_cov,Boronic_Acid,Boronic_Acid
DIC_cov,4-halo-α-pyrone,4-halo-α-pyrone
DIK_cov,Ketone,Carbonyl
DJK_cov,Acrylamide,Michael_Acceptor
DJT_cov,Nitrile,Nitrile
DKA_1_cov,Amide,Amide
DKA_2_cov,αβ-unsaturated_Carbonyl,Michael_Acceptor
DKA_3_cov,Thioester,Thioester
DKF_cov,Ester,Ester
DKT_cov,α-ketoamide,Carbonyl
DLE_cov,Carboxylic_Acid,Carboxylic_Acid
DMC_cov,Carboxylic_Acid,Carboxylic_Acid
DMO_cov,Alkyl_Halide,Halohydrocarbon
DN1_cov,Ketone,Carbonyl
DNU_cov,Epoxide,Epoxide
DP7_cov,Boronic_Acid,Boronic_Acid
DPE_cov,Halophosphonate,Phosphonate
DPF_1_cov,Phosphate_Ester,Phosphonate
DPF_2_cov,Phosphate_Ester,Phosphonate
DPN_cov,Carboxylic_Acid,Carboxylic_Acid
DQA_cov,Ketone,Carbonyl
DQL_cov,Thiocyanate,Thiocyanate
DSB_cov,Ketone,Carbonyl
DSC_cov,Sulfonyl_Halide,Sulfonyl_Halide
DTT_cov,Thiol,Thiol
DU1_cov,Sulfonyl_Halide,Sulfonyl_Halide
DUV_cov,Thioester,Thioester
DUW_cov,Thioester,Thioester
DV6_cov,Thiol,Thiol
DVI_cov,Acrylamide,Michael_Acceptor
DVR_cov,β-lactam,Lactam
DW4_cov,Aldehyde,Aldehyde
DW7_cov,Aldehyde,Aldehyde
DWG_cov,α-cyanovinyl_Carbonyl,Michael_Acceptor
DWJ_cov,α-cyanovinyl_Carbonyl,Michael_Acceptor
DWP_cov,α-cyanovinyl_Carbonyl,Michael_Acceptor
DWS_cov,α-cyanovinyl_Carbonyl,Michael_Acceptor
DWZ_cov,β-lactam,Lactam
DX4_cov,Thiol,Thiol
DXP_cov,Ketone,Carbonyl
DXU_cov,β-lactam,Lactam
DXX_cov,Carboxylic_Acid,Carboxylic_Acid
DYB_cov,Cyclic_Borate,Boric_Ester
E06_cov,Boronic_Acid,Boronic_Acid
E07_cov,Boronic_Acid,Boronic_Acid
E08_cov,Boronic_Acid,Boronic_Acid
E0Y_cov,β-lactam,Lactam
E1J_cov,Acrylamide,Michael_Acceptor
E2A_cov,Acrylate,Michael_Acceptor
E3A_cov,Carbamate,Carbamate
E3J_cov,Isothiazolinone,Isothiazolinone
E47_cov,Aldehyde,Aldehyde
E4P_cov,Aldehyde,Aldehyde
E5U_cov,Carboxylic_Acid,Carboxylic_Acid
E62_cov,αβ-unsaturated_Carbonyl,Michael_Acceptor
E64_cov,Epoxide,Epoxide
E69_cov,Epoxide,Epoxide
E6C_cov,Epoxide,Epoxide
E6D_cov,Epoxide,Epoxide
E8E_cov,α-ketoamide,Carbonyl
E8N_cov,Ketone,Carbonyl
E8Y_cov,Azanitrile,Nitrile
E9H_cov,Cyclic_Phosphate_Ester,Phosphonate
EAI_cov,Acrylate,Michael_Acceptor
EBC_cov,Haloacetamide,Halohydrocarbon
EBG_cov,Epoxide,Epoxide
EBH_cov,Epoxide,Epoxide
EBJ_cov,Disulfide,Disulfide
EC6_cov,Ketone,Carbonyl@Michael_Acceptor
ECC_1_cov,Aldehyde,Aldehyde
ECC_2_cov,Aldehyde,Aldehyde
ECC_3_cov,Aldehyde,Aldehyde
ECC_4_cov,Aldehyde,Aldehyde
ECC_5_cov,Aldehyde,Aldehyde
ECC_6_cov,Aldehyde,Aldehyde
ECD_cov,Ketone,Carbonyl
ECQ_1_cov,α-amino_Carbonyl,α-amino_Carbonyl
ECQ_2_cov,α-amino_Carbonyl,α-amino_Carbonyl
ED0_cov,Azanitrile,Nitrile
EDO_cov,Aldehyde,Aldehyde
EET_cov,Epoxide,Epoxide
EEY_cov,Aryl_Halide,Aryl_Halide
EF3_cov,Nitrile,Nitrile
EFH_cov,Urea,Urea_carbonyl
EFI_cov,Azanitrile,Nitrile
EGF_cov,Acrylate,Michael_Acceptor
EGK_cov,Azanitrile,Nitrile
EI0_cov,Acrylate,Michael_Acceptor
EI2_cov,Acrylamide,Michael_Acceptor
EI3_cov,Alkyl_Halide,Halohydrocarbon
EI6_cov,Acrylamide,Michael_Acceptor
EI8_cov,Sulfonyl_Halide,Sulfonyl_Halide
EI9_cov,Sulfonyl_Halide,Sulfonyl_Halide
EIB_cov,Acrylate,Michael_Acceptor
EIP_cov,Epoxide,Epoxide
EJI_cov,Urea,Urea_carbonyl
EKZ_cov,αβ-unsaturated_Carbonyl,Michael_Acceptor
ELE_cov,Ketone,Carbonyl
ELI_cov,αβ-unsaturated_Carbonyl,Michael_Acceptor
ELL_cov,Aldehyde,Aldehyde
ELT_cov,Phosphonate_Ester,Phosphonate
EM2_cov,Aldehyde,Aldehyde
EMM_cov,Carbamate,Carbamate
ENB_cov,Acrylate,Michael_Acceptor
ENJ_cov,Unclassified,Unclassified
EO6_cov,Aldehyde,Aldehyde
EO9_cov,Boronic_Acid,Boronic_Acid
EOF_cov,Aldehyde,Aldehyde
EOH_cov,Unclassified,Unclassified
EOW_cov,Aldehyde,Aldehyde
EP0_cov,Epoxide,Epoxide
EP2_cov,Epoxide,Epoxide
EPE_cov,Sulfonic_Acid,Sulfonic_acid
EPG_cov,Epoxide,Epoxide
EPN_cov,Epoxide,Epoxide
EPW_cov,β-lactone,Lactone
EQ8_cov,Nitroarene,Nitroarene
EQB_cov,β-lactone,Lactone
EQE_cov,β-lactone,Lactone
EQF_cov,Acrylamide,Michael_Acceptor
ERC_cov,Disulfide,Disulfide
ERF_cov,Boronic_Acid,Boronic_Acid
ESS_cov,Aldehyde,Aldehyde
ESY_cov,β-lactone,Lactone
ET5_cov,Imidazolidinone,Urea_carbonyl
ETM_cov,Thiosulfonate,Disulfide
ETP_cov,Boronic_Acid,Boronic_Acid
ETW_cov,Unclassified,Unclassified
EUF_cov,Disulfide,Disulfide
EUW_cov,Acrylamide,Michael_Acceptor
EVS_cov,Aldehyde,Aldehyde
EW9_cov,Aldehyde,Aldehyde
EWA_cov,Boronic_Acid,Boronic_Acid
EYC_cov,Haloacetamide,Halohydrocarbon
F0D_cov,Alkyl_Halide,Halohydrocarbon
F0Z_cov,Thiol,Thiol
F1G_cov,Thiol,Thiol
F1I_cov,Thiol,Thiol
F1J_cov,Thiol,Thiol
F1L_cov,Thiol,Thiol
F24_cov,β-lactone,Lactone
F27_cov,Ketone,Carbonyl
F28_cov,Urea,Urea_carbonyl
F2C_cov,Ketone,Carbonyl
F2G_cov,α-acyloxymethyl_Ketone,α-acyloxymethyl_Ketone
F2P_cov,Ketone,Carbonyl
F2X_cov,αβ-unsaturated_Carbonyl,Michael_Acceptor
F3D_cov,Acrylamide,Michael_Acceptor
F3Y_cov,Acrylamide,Michael_Acceptor
F4F_cov,Epoxide,Epoxide
F4P_cov,Urea,Urea_carbonyl
F5L_cov,Aldehyde,Aldehyde
F62_cov,Acrylamide,Michael_Acceptor
F6K_cov,β-lactone,Lactone
F6M_cov,Acrylamide,Michael_Acceptor
F6R_cov,Ketone,Carbonyl
F7P_cov,Epoxide,Epoxide
FAF_cov,Ketone,Carbonyl
FBQ_cov,Ketone,Carbonyl
FDT_cov,β-lactam,Lactam
FDX_cov,β-lactam,Lactam
FE0_cov,Epoxide,Epoxide
FEB_cov,Aldehyde,Aldehyde
FEH_cov,Epoxide,Epoxide
FEK_cov,Allyl_Vinyl_Ether,Ether
FEY_cov,Aldehyde,Aldehyde
FFN_cov,Alkyl_Halide,Halohydrocarbon
FFQ_cov,Epoxide,Epoxide
FFX_cov,Glycosyl_Halide,Glycoside
FG1_cov,Haloacetamide,Halohydrocarbon
FGF_cov,Aldehyde,Aldehyde
FHH_cov,Acrylate,Michael_Acceptor
FHJ_cov,Acrylate,Michael_Acceptor
FHR_cov,Aldehyde,Aldehyde
FI3_cov,Acrylamide,Michael_Acceptor
FIF_cov,Glycosyl_Halide,Glycoside
FIK_cov,Aldehyde,Aldehyde
FIO_cov,Haloacetamidine,Halohydrocarbon
FJC_cov,Aldehyde,Aldehyde
FK3_cov,α-ketoamide,Carbonyl
FKB_cov,α-cyanovinyl_Carbonyl,Michael_Acceptor
FKD_cov,Glycosyl_Halide,Glycoside
FL3_cov,α-halomethyl_Ketone,Halohydrocarbon
FMF_cov,Glycosyl_Halide,Glycoside
FMZ_cov,β-lactam,Lactam
FN2_cov,Aldehyde,Aldehyde
FN8_cov,Ester,Ester
FNH_cov,α-ketoamide,Carbonyl
FNO_cov,αβ-unsaturated_Carbonyl,Michael_Acceptor
FOR_cov,Carbamate,Carbamate
FOS_cov,Phosphonate_Ester,Phosphonate
FP5_cov,Boronic_Acid,Boronic_Acid
FP7_cov,Epoxide,Epoxide
FPJ_cov,Acrylamide,Michael_Acceptor
FPR_cov,Ketone,Carbonyl
FQZ_cov,Epoxide,Epoxide
FR1_cov,Ketone,Carbonyl
FRU_cov,Glycoside,Glycoside
FRW_cov,Ketone,Carbonyl
FSI_cov,Glycosyl_Halide,Glycoside
FSP_cov,α-ketoamide,Carbonyl
FSQ_1_cov,Hydroxylammonium,Aminium_Ion
FSQ_2_cov,Epoxide,Epoxide
FSR_cov,Glycosyl_Halide,Glycoside
FT5_cov,Ketone,Carbonyl
FUF_1_cov,Glycoside,Glycoside
FUF_2_cov,Glycosyl_Halide,Glycoside
FUG_cov,Epoxide,Epoxide
FUX_cov,Aldehyde,Aldehyde
FV5_cov,Aldehyde,Aldehyde
FVC_cov,Aldehyde,Aldehyde
FWI_cov,Aldehyde,Aldehyde
FXM_cov,β-lactam,Lactam
FXN_cov,Thiol,Thiol
FZP_cov,Acrylamide,Michael_Acceptor
FZS_cov,β-lactam,Lactam
G0R_cov,Carbamate,Carbamate
G1H_cov,Nitroarene,Nitroarene
G1T_cov,Nitroso,Nitroso
G2F_1_cov,Glycosyl_Halide,Glycoside
G2F_2_cov,Glycoside,Glycoside
G2F_3_cov,Glycosyl_Halide,Glycoside
G2F_4_cov,Glycoside,Glycoside
G2F_5_cov,Glycosyl_Halide,Glycoside
G2F_6_cov,Glycoside,Glycoside
G2F_7_cov,Glycoside,Glycoside
G2F_cov,Glycosyl_Halide,Glycoside
G3H_cov,Aldehyde,Aldehyde
G3P_cov,Epoxide,Epoxide
G4B_cov,Acrylamide,Michael_Acceptor
G4H_cov,Acrylamide,Michael_Acceptor
G4K_cov,Acrylamide,Michael_Acceptor
G4N_cov,Acrylamide,Michael_Acceptor
G4Q_cov,Acrylamide,Michael_Acceptor
G4T_cov,Acrylamide,Michael_Acceptor
G4V_cov,Azanitrile,Nitrile
G4Y_cov,Azanitrile,Nitrile
G4Z_cov,Disulfide,Disulfide
G5M_cov,Thiol,Thiol
