CBID,Warhead-01,Warhead-02
00K_cov,α-ketoamide,Carbonyl
00L_cov,α-ketoamide,Carbonyl
00N_cov,Ketone,Carbonyl
00Q_cov,Ketone,Carbonyl
01E_cov,α-ketoamide,Carbonyl
02Y_cov,α-diazomethyl_Ketone,Diazomethyl_Carbonyl
03S_cov,Sulfonyl_Halide,Sulfonyl_Halide
042_cov,Epoxide,Epoxide
049_cov,Epoxide@Ketone,Epoxide@Carbonyl
04C_cov,Epoxide@Ketone,Epoxide@Carbonyl
04D_cov,Epoxide@Ketone,Epoxide@Carbonyl
05W_1_cov,Epoxide@Ketone,Epoxide@Carbonyl
05W_2_cov,Epoxide@Ketone,Epoxide@Carbonyl
05W_3_cov,Epoxide@Ketone,Epoxide@Carbonyl
05W_4_cov,Epoxide@Ketone,Epoxide@Carbonyl
05Y_cov,Acrylamide,Michael_Acceptor
06D_cov,Acrylamide,Michael_Acceptor
06Q_cov,α-ketoamide,Carbonyl
074_cov,Epoxide,Epoxide
07E_cov,Epoxide,Epoxide
0AX_cov,α-ketoamide,Carbonyl
0BF_cov,Haloacetamide,Halohydrocarbon
0BO_cov,α-ketoamide,Carbonyl
0BV_cov,Alkyne,Alkyne
0CI_cov,Acrylamide,Michael_Acceptor
0D6_cov,Vinyl_Sulfone,Vinyl_Sulfone
0D8_cov,Aldehyde,Aldehyde
0E6_cov,α-halomethyl_Ketone,Halohydrocarbon
0EF_cov,O-acyl_Hydroxamic_Acid,O-Acyl_Hydroxamic_Acid
0EG_cov,Boronic_Acid,Boronic_Acid
0EI_cov,Acrylamide,Michael_Acceptor
0F0_cov,Acrylamide,Michael_Acceptor
0F7_cov,Ketone,Carbonyl
0FI_cov,Isothiocyanate,Isothiocyanate
0FP_cov,α-ketoamide,Carbonyl
0G3_cov,Acrylamide,Michael_Acceptor
0G6_cov,Ketone@α-halomethyl_Ketone,Carbonyl@Halohydrocarbon
0GE_cov,Ketone@α-halomethyl_Ketone,Carbonyl@Halohydrocarbon
0GJ_cov,Ketone@α-halomethyl_Ketone,Carbonyl@Halohydrocarbon
0H8_cov,Phosphonate_Ester,Phosphonate
0HQ_1_cov,α-diazomethyl_Ketone,Diazomethyl_Carbonyl
0HQ_2_cov,α-diazomethyl_Ketone,Diazomethyl_Carbonyl
0I5_cov,α-halomethyl_Ketone,Halohydrocarbon
0IN_cov,Unclassified,Unclassified
0IW_cov,Vinyl_Sulfone,Vinyl_Sulfone
0JG_cov,α-cyanovinyl_Carbonyl,Michael_Acceptor
0JH_cov,α-cyanovinyl_Carbonyl,Michael_Acceptor
0JT_cov,Acrylamide,Michael_Acceptor
0JU_1_cov,Nitrile,Nitrile
0JU_2_cov,Nitrile,Nitrile
0JU_3_cov,Nitrile,Nitrile
0JU_4_cov,Nitrile,Nitrile
0LB_cov,Nitrile,Nitrile
0LC_cov,Nitrile,Nitrile
0M6_cov,Aldehyde,Aldehyde
0MG_1_cov,α-ketoamide,Carbonyl
0MG_2_cov,α-ketoamide,Carbonyl
0MU_cov,β-lactam,Lactam
0N3_cov,Boronic_Acid,Boronic_Acid
0N4_cov,Boronic_Acid,Boronic_Acid
0NA_cov,Boronic_Acid,Boronic_Acid
0NB_cov,Boronic_Acid,Boronic_Acid
0ND_cov,Boronic_Acid,Boronic_Acid
0NE_cov,Boronic_Acid,Boronic_Acid
0NG_cov,Boronic_Acid,Boronic_Acid
0P2_cov,Boronic_Acid,Boronic_Acid
0PC_cov,α-halomethyl_Ketone,Halohydrocarbon
0QE_10_cov,α-halomethyl_Ketone,Halohydrocarbon
0QE_11_cov,α-halomethyl_Ketone,Halohydrocarbon
0QE_12_cov,α-halomethyl_Ketone,Halohydrocarbon
0QE_13_cov,α-halomethyl_Ketone,Halohydrocarbon
0QE_14_cov,Ketone@α-halomethyl_Ketone,Carbonyl@Halohydrocarbon
0QE_15_cov,Ketone@α-halomethyl_Ketone,Carbonyl@Halohydrocarbon
0QE_16_cov,α-halomethyl_Ketone,Halohydrocarbon
0QE_17_cov,α-halomethyl_Ketone,Halohydrocarbon
0QE_18_cov,α-halomethyl_Ketone,Halohydrocarbon
0QE_19_cov,α-halomethyl_Ketone,Halohydrocarbon
0QE_1_cov,Haloacetamide,Halohydrocarbon
0QE_20_cov,Ketone@α-halomethyl_Ketone,Carbonyl@Halohydrocarbon
0QE_21_cov,Ketone@α-halomethyl_Ketone,Carbonyl@Halohydrocarbon
0QE_22_cov,α-halomethyl_Ketone,Halohydrocarbon
0QE_23_cov,α-halomethyl_Ketone,Halohydrocarbon
0QE_24_cov,α-halomethyl_Ketone,Halohydrocarbon
0QE_25_cov,Ketone@α-halomethyl_Ketone,Carbonyl@Halohydrocarbon
0QE_26_cov,Ketone@α-halomethyl_Ketone,Carbonyl@Halohydrocarbon
0QE_27_cov,α-halomethyl_Ketone,Halohydrocarbon
0QE_28_cov,Ketone@α-halomethyl_Ketone,Carbonyl@Halohydrocarbon
0QE_29_cov,α-halomethyl_Ketone,Halohydrocarbon
0QE_2_cov,Ketone@α-halomethyl_Ketone,Carbonyl@Halohydrocarbon
0QE_3_cov,Ketone@α-halomethyl_Ketone,Carbonyl@Halohydrocarbon
0QE_4_cov,α-halomethyl_Ketone,Halohydrocarbon
0QE_5_cov,α-halomethyl_Ketone,Halohydrocarbon
0QE_6_cov,α-halomethyl_Ketone,Halohydrocarbon
0QE_7_cov,Ketone@α-halomethyl_Ketone,Carbonyl@Halohydrocarbon
0QE_8_cov,Ketone@α-halomethyl_Ketone,Carbonyl@Halohydrocarbon
0QE_9_cov,Ketone@α-halomethyl_Ketone,Carbonyl@Halohydrocarbon
0QG_cov,Amide,Amide
0RJ_cov,β-lactam,Lactam
0S1_cov,Ketone,Carbonyl
0SK_cov,Nitroarene,Nitroarene
0T4_cov,Nitroso,Nitroso
0TI_cov,α-ketoamide,Carbonyl
0U7_cov,Sulfonyl_Halide,Sulfonyl_Halide
0UA_cov,Sulfonyl_Halide,Sulfonyl_Halide
0UC_cov,Sulfonyl_Halide,Sulfonyl_Halide
0UN_cov,Acrylamide,Michael_Acceptor
0V5_cov,Unclassified,Unclassified
0W0_cov,β-lactam,Lactam
0W6_cov,Acrylamide,Michael_Acceptor
0WN_cov,Acrylamide,Michael_Acceptor
0XY_cov,Glycoside,Glycoside
0YT_cov,Glycoside,Glycoside
0Z6_cov,Ketone@α-halomethyl_Ketone,Carbonyl@Halohydrocarbon
0Z7_cov,Ketone@α-halomethyl_Ketone,Carbonyl@Halohydrocarbon
0ZE_cov,Ketone,Carbonyl
0ZJ_cov,Ketone@α-halomethyl_Ketone,Carbonyl@Halohydrocarbon
0ZW_cov,Boronic_Acid,Boronic_Acid
0ZX_cov,Boronic_Acid,Boronic_Acid
0ZZ_cov,Ketone,Carbonyl
105_cov,Boronic_Acid,Boronic_Acid
110_cov,Ketone,Carbonyl
13J_cov,Acrylamide,Michael_Acceptor
13L_cov,Acrylamide,Michael_Acceptor
13P_cov,Ketone,Carbonyl
13Z_cov,Ketone,Carbonyl
14U_cov,Carboxylic_Acid,Carboxylic_Acid
14V_cov,Carboxylic_Acid,Carboxylic_Acid
151_cov,γ-lactam,Lactam
157_cov,γ-lactone,Lactone
158_cov,α-acyloxymethyl_Ketone,α-acyloxymethyl_Ketone
160_cov,α-acyloxymethyl_Ketone,α-acyloxymethyl_Ketone
161_cov,α-aryloxymethyl_Ketone,Aryloxymethyl_Carbonyl
166_cov,γ-lactone,Lactone
167_cov,γ-lactone,Lactone
169_cov,β-lactam,Lactam
17J_cov,Urea,Urea_carbonyl
17K_cov,β-lactam,Lactam
17O_cov,β-lactam,Lactam
17Z_cov,αβ-unsaturated_Carbonyl,Michael_Acceptor
186_cov,αβ-unsaturated_Carbonyl,Michael_Acceptor
18A_cov,Acrylamide,Michael_Acceptor
18J_cov,Vinyl_Sulfonamide,Vinyl_Sulfone
18R_cov,Acrylamide,Michael_Acceptor
197_cov,Aldehyde,Aldehyde
1AD_cov,Nitrile,Nitrile
1BH_cov,Ketone@α-halomethyl_Ketone,Carbonyl@Halohydrocarbon
1BO_cov,Aldehyde@αβ-unsaturated_Carbonyl,Aldehyde@Michael_Acceptor
1C9_cov,Acrylamide,Michael_Acceptor
1E8_cov,Acrylamide,Michael_Acceptor
1F8_cov,Disulfide,Disulfide
1FM_cov,αβ-unsaturated_Carbonyl,Michael_Acceptor
1G1_cov,Vinyl_Sulfone,Vinyl_Sulfone
1G5_cov,Vinyl_Sulfone,Vinyl_Sulfone
1G6_cov,Vinyl_Sulfone,Vinyl_Sulfone
1GP_cov,Epoxide,Epoxide
1HB_1_cov,Aldehyde,Aldehyde
1HB_2_cov,Aldehyde,Aldehyde
1HD_cov,Aldehyde,Aldehyde
1JZ_cov,Ester,Ester
1KA_cov,Aldehyde,Aldehyde
1KR_cov,β-lactone,Lactone
1LB_cov,α-cyanovinyl_Carbonyl,Michael_Acceptor
1LC_cov,α-cyanovinyl_Carbonyl,Michael_Acceptor
1LE_cov,α-cyanovinyl_Carbonyl,Michael_Acceptor
1LK_cov,Nicotinamide_Riboside,Aminium_Ion
1N0_cov,Acrylamide,Michael_Acceptor
1NB_cov,γ-lactone,Lactone
1OG_cov,β-lactam,Lactam
1PN_cov,β-lactam,Lactam
1QL_cov,β-lactam,Lactam
1QX_cov,Phosphonate_Ester,Phosphonate
1QY_cov,Phosphonate_Ester,Phosphonate
1R1_cov,Phosphonate_Ester,Phosphonate
1R3_cov,Alkyne@Phosphoric_Acid,Alkyne@Phosphonate
1RG_cov,β-lactam,Lactam
1S6_cov,β-lactam,Lactam
1T4_cov,Haloacetamide,Halohydrocarbon
1TX_1_cov,Acrylate,Michael_Acceptor
1TX_2_cov,Acrylate,Michael_Acceptor
1U8_1_cov,α-acyloxymethyl_Ketone,α-acyloxymethyl_Ketone
1U8_2_cov,α-acyloxymethyl_Ketone,α-acyloxymethyl_Ketone
1U8_3_cov,α-acyloxymethyl_Ketone,α-acyloxymethyl_Ketone
1VL_cov,α-ketoamide,Carbonyl
1W4_cov,Thioester,Thioester
1WD_cov,Thiol,Thiol
1WZ_cov,Carboxylic_Acid,Carboxylic_Acid
1XG_cov,Epoxide,Epoxide
1XZ_cov,Acrylamide,Michael_Acceptor
1Y9_cov,β-lactone,Lactone
1Z0_cov,Ketone,Carbonyl
1ZB_cov,α-diazomethyl_Ketone,Diazomethyl_Carbonyl
1ZG_cov,Phosphonate_Ester,Phosphonate
1ZV_cov,α-ketoamide,Carbonyl
1ZW_cov,Unclassified,Unclassified
20G_cov,Disulfide,Disulfide
20H_cov,Disulfide,Disulfide
219_cov,Aldehyde,Aldehyde
21C_cov,Vinyl_Sulfonamide,Vinyl_Sulfone
21F_cov,Vinyl_Sulfonamide,Vinyl_Sulfone
21I_cov,Acrylamide,Michael_Acceptor
21J_cov,Vinyl_Sulfonamide,Vinyl_Sulfone
21K_cov,Vinyl_Sulfonamide,Vinyl_Sulfone
21M_cov,Vinyl_Sulfonamide,Vinyl_Sulfone
21R_cov,Vinyl_Sulfonamide,Vinyl_Sulfone
21S_cov,Vinyl_Sulfonamide,Vinyl_Sulfone
21Y_cov,Acrylamide,Michael_Acceptor
220_cov,Aldehyde,Aldehyde
221_cov,Isothiazolinone,Isothiazolinone
22C_cov,Acrylamide,Michael_Acceptor
23P_cov,Acrylamide,Michael_Acceptor
24N_cov,Acrylamide,Michael_Acceptor
25B_cov,Vinyl_Sulfone,Vinyl_Sulfone
25N_cov,Boronic_Acid,Boronic_Acid
262_cov,Aldehyde,Aldehyde
26J_cov,Nitroarene,Nitroarene
26X_cov,Acrylamide,Michael_Acceptor
27C_cov,Nicotinamide_Riboside,Aminium_Ion
28D_cov,Enamine,Enamine
299_cov,Aldehyde,Aldehyde
29N_cov,Acrylamide,Michael_Acceptor
29O_cov,Haloacetamide,Halohydrocarbon
2A1_1_cov,Aldehyde,Aldehyde
2A1_2_cov,Epoxide@Ketone,Epoxide@Carbonyl
2A1_3_cov,Aldehyde,Aldehyde
2A1_4_cov,Epoxide@Ketone,Epoxide@Carbonyl
2A2_cov,Disulfide,Disulfide
2AG_cov,Alkyne,Alkyne
2AW_cov,β-lactam,Lactam
2BL_cov,β-lactam,Lactam
2CA_cov,Ketone,Carbonyl
2DA_cov,Phosphoric_Acid,Phosphonate
2DB_cov,Boric_Acid,Boronic_Acid
2DG_cov,Glycoside,Glycoside
2DR_cov,Glycoside,Glycoside
2EI_cov,Acrylamide,Michael_Acceptor
2EV_cov,Nitrile,Nitrile
2EW_cov,Nitrile,Nitrile
2F3_cov,Aryl_Halide,Aryl_Halide
2FG_cov,Glycoside,Glycoside
2FP_cov,Ketone,Carbonyl
2FU_cov,Ester,Ester
2GI_cov,Acrylamide,Michael_Acceptor
2GK_cov,Boronic_Acid,Boronic_Acid
2HA_cov,Ketone,Carbonyl
2HD_cov,Phosphonate_Ester,Phosphonate
2HR_cov,Phosphonate_Ester,Phosphonate
2HS_cov,Phosphonate_Ester,Phosphonate
2I0_cov,Acrylamide,Michael_Acceptor
2I5_cov,Acrylamide,Michael_Acceptor
2I6_cov,Acrylamide,Michael_Acceptor
2I8_cov,Acrylamide,Michael_Acceptor
2I9_cov,Acrylamide,Michael_Acceptor
2IE_cov,Acrylamide,Michael_Acceptor
2II_cov,Acrylamide,Michael_Acceptor
2IJ_cov,Azanitrile,Nitrile
2IX_cov,Acrylamide,Michael_Acceptor
2JX_cov,Disulfide,Disulfide
2K3_cov,Thioester,Thioester
2K6_cov,Ketone,Carbonyl
2KT_cov,Ketone,Carbonyl
2L0_cov,Epoxide@Ketone,Epoxide@Carbonyl
2L4_cov,Aldehyde,Aldehyde
2LJ_cov,Ketone,Carbonyl
2LV_cov,α-ketoamide,Carbonyl
2M1_cov,Vinyl_Sulfone,Vinyl_Sulfone
2MK_cov,Ketone,Carbonyl
2NF_cov,Nicotinamide_Riboside,Aminium_Ion
2NO_cov,Unclassified,Unclassified
2ON_cov,Thiol,Thiol
2OY_cov,Ketone@α-halomethyl_Ketone,Carbonyl@Halohydrocarbon
2P2_cov,Ketone,Carbonyl
2P4_cov,Ketone,Carbonyl
2P6_cov,Nitrile,Nitrile
2P8_cov,Ketone,Carbonyl
2PB_cov,Cyclic_Acylphosphate,Phosphonate
2Q7_cov,Acrylamide,Michael_Acceptor
2RI_cov,α-ketoamide,Carbonyl
2TV_cov,β-lactam,Lactam
2U2_cov,Isoxazolidin-3-one,Isoxazolidin-3-one
2U3_cov,β-lactam,Lactam
2U4_cov,Isoxazolidin-3-one,Isoxazolidin-3-one
2UH_cov,Acrylamide,Michael_Acceptor
2UJ_cov,Acrylamide,Michael_Acceptor
2UK_cov,Acrylamide,Michael_Acceptor
2UL_cov,Boronic_Acid,Boronic_Acid
2UQ_cov,Nitrile,Nitrile
2V5_cov,Vinyl_Sulfone,Vinyl_Sulfone
2V7_cov,Epoxide,Epoxide
2VS_cov,Aldehyde,Aldehyde
2W7_cov,Isothiazolinone,Isothiazolinone
2XE_cov,Thiol,Thiol
2XG_cov,Thiol,Thiol
2XH_cov,Thiol,Thiol
2XI_cov,α-ketoamide,Carbonyl
2XO_cov,Thiol,Thiol
2XR_cov,α-halomethyl_Ketone,Halohydrocarbon
2YD_cov,Butadienyl_Carbonyl,Michael_Acceptor
2YI_cov,β-lactam,Lactam
2Z0_cov,Ketone@α-halomethyl_Ketone,Carbonyl@Halohydrocarbon
2ZF_cov,Ketone,Carbonyl
300_cov,Aldehyde,Aldehyde
30W_cov,Aldehyde,Aldehyde
31E_cov,Isothiocyanate,Isothiocyanate
31J_cov,Aldehyde,Aldehyde
31K_cov,Aldehyde,Aldehyde
31L_cov,Aldehyde,Aldehyde
339_cov,Ketone,Carbonyl
33B_cov,Haloacetamide,Halohydrocarbon
33L_cov,Nitrile,Nitrile
34H_cov,Ketone,Carbonyl
35J_1_cov,Unclassified,Unclassified
35J_2_cov,Unclassified,Unclassified
35P_cov,β-lactam,Lactam
35V_cov,Disulfide,Disulfide
35Z_cov,Acrylamide,Michael_Acceptor
368_cov,Cyclic_Boronic_Acid,Boronic_Acid
37O_cov,Acrylamide,Michael_Acceptor
37Q_cov,Acrylamide,Michael_Acceptor
38N_cov,Epoxide@Ketone,Epoxide@Carbonyl
38X_cov,Epoxide@Ketone,Epoxide@Carbonyl
39V_cov,Epoxide@Ketone,Epoxide@Carbonyl
3BC_cov,α-ketoamide,Carbonyl
3BL_cov,Aldehyde,Aldehyde
3BV_cov,Epoxide@Ketone,Epoxide@Carbonyl
3CY_cov,Ketone,Carbonyl
3DR_cov,Hemiacetal,Hemiacetal
3DS_cov,Ketone,Carbonyl
3E5_cov,α-ketoamide,Carbonyl
3FC_cov,α-ketoamide,Carbonyl
3FO_cov,Nitrile,Nitrile
3FS_cov,Nitrile,Nitrile
3FU_cov,Nitrile,Nitrile
3GE_cov,β-lactam,Lactam
3HL_cov,β-lactam,Lactam
3IS_cov,α-ketoamide,Carbonyl
3KI_cov,Alkene,Alkene
3LB_cov,β-lactam,Lactam
3LC_cov,β-lactam,Lactam
3LE_cov,β-lactam,Lactam
3LH_cov,Acrylamide,Michael_Acceptor
3NK_cov,Ketone,Carbonyl
3NS_cov,Aldehyde,Aldehyde
3OH_cov,Aldehyde,Aldehyde
3P7_cov,β-lactam,Lactam
3PK_cov,Unclassified,Unclassified
3PL_cov,Aldehyde,Aldehyde
3PY_cov,Ketone,Carbonyl
3QD_cov,Boronic_Acid,Boronic_Acid
3QJ_cov,Boronic_Acid,Boronic_Acid
3QK_cov,Boronic_Acid,Boronic_Acid
3R5_cov,Aldehyde,Aldehyde
3RD_cov,Azo,Azo
3S2_cov,β-lactam,Lactam
3TR_cov,Amitrole,Amitrole
3U2_cov,Aziridine,Aziridine
3U3_cov,Aziridine,Aziridine
3U7_cov,αβ-unsaturated_Carbonyl,Michael_Acceptor
3U8_cov,αβ-unsaturated_Carbonyl,Michael_Acceptor
3UB_cov,Halophosphonate,Phosphonate
3UM_cov,β-lactone,Lactone
3V2_cov,Phosphonate_Ester,Phosphonate
3V5_cov,β-lactam,Lactam
3VF_cov,Nitrile,Nitrile
3VJ_cov,Nitrile,Nitrile
3VK_cov,Vinyl_Sulfone,Vinyl_Sulfone
3VT_cov,Cyclic_Boronic_Acid,Boronic_Acid
3VU_cov,Cyclic_Boronic_Acid,Boronic_Acid
3W9_cov,Aldehyde,Aldehyde
3XI_cov,Aldehyde,Aldehyde
3XT_cov,Nitrile,Nitrile
3Y2_cov,Nitrile,Nitrile
3ZQ_cov,Epoxide,Epoxide
3ZR_cov,Aldehyde,Aldehyde
40I_cov,Aldehyde,Aldehyde
40M_cov,Acrylamide,Michael_Acceptor
40O_cov,Epoxide,Epoxide
412_cov,Cyclic_Boronic_Acid,Boronic_Acid
420_cov,Haloacetamide,Halohydrocarbon
424_cov,Nitrile,Nitrile
427_cov,Cyclic_Boronic_Acid,Boronic_Acid
44S_cov,Ketone,Carbonyl
46Z_cov,Nicotinamide_Riboside,Aminium_Ion
48Z_cov,Nicotinamide_Riboside,Aminium_Ion
4AR_cov,α-acyloxymethyl_Ketone,α-acyloxymethyl_Ketone
4AY_cov,Alkyl_Halide,Halohydrocarbon
4C9_cov,α-cyanovinyl_Carbonyl,Michael_Acceptor
4CB_cov,Boronic_Acid,Boronic_Acid
4D6_cov,Cyclic_Boronic_Acid,Boronic_Acid
4DS_cov,Isothiocyanate,Isothiocyanate
4E0_cov,Halophosphonate,Phosphonate
4E4_cov,β-lactam,Lactam
4EY_cov,Unclassified,Unclassified
4G9_cov,Haloacetamide,Halohydrocarbon
4GB_cov,Haloacetamide,Halohydrocarbon
4GG_cov,Haloacetamide,Halohydrocarbon
4H0_cov,α-aryloxymethyl_Ketone,Aryloxymethyl_Carbonyl
4I1_cov,Alkene,Alkene
4I4_cov,Nitrile,Nitrile
4I9_cov,Ester,Ester
4IC_cov,Ketone,Carbonyl
4IJ_cov,Ester,Ester
4IO_cov,Ester,Ester
4IT_cov,Nitrile,Nitrile
4J6_cov,β-lactam,Lactam
4JS_cov,Acrylamide,Michael_Acceptor
4K3_cov,Isothiazolinone,Isothiazolinone
4KF_cov,β-lactone,Lactone
4KZ_cov,Boronic_Acid,Boronic_Acid
4LF_cov,Acrylamide,Michael_Acceptor
4LH_cov,Acrylamide,Michael_Acceptor
4M5_cov,αβ-unsaturated_Carbonyl,Michael_Acceptor
4M8_cov,Phosphonate_Ester,Phosphonate
4MA_1_cov,Aldehyde,Aldehyde
4MA_2_cov,Amide,Carbonyl
4MC_cov,Vinyl_Sulfone,Vinyl_Sulfone
4MZ_cov,Alkyl_Halide,Halohydrocarbon
4N1_cov,Unclassified,Unclassified
4N5_cov,Aryl_Sulfone,Sulfonyl
4N6_cov,Aryl_Halide,Aryl_Halide
4ND_cov,Urea,Urea_carbonyl
4NF_cov,Isothiocyanate,Isothiocyanate
4OJ_cov,Cyclic_Phosphate_Ester,Phosphonate
4OX_cov,Ketone,Carbonyl
4PA_cov,Ester,Ester
4PR_cov,α-ketoamide,Carbonyl
4QB_cov,Aldehyde,Aldehyde
4R8_cov,Butadienyl_Carbonyl,Michael_Acceptor
4W8_cov,Ketone,Carbonyl
4WI_cov,Nitrile,Nitrile
4YG_cov,Ketone,Carbonyl
4YU_cov,Acrylate,Michael_Acceptor
50A_cov,Nicotinamide_Riboside,Aminium_Ion
51K_cov,Enamine,Enamine
52T_cov,Epoxide,Epoxide
54G_cov,Aldehyde,Aldehyde
54I_cov,Unclassified,Unclassified
55S_cov,Vinyl_Sulfone,Vinyl_Sulfone
56G_cov,Acrylamide,Michael_Acceptor
56I_cov,Cyclosulfonamide,Alpha-Cyclosulfonamide
57H_cov,Phosphonate_Ester,Phosphonate
57R_cov,Epoxide,Epoxide
58E_cov,α-cyanovinyl_Carbonyl,Michael_Acceptor
58U_cov,β-lactam,Lactam
59A_cov,Epoxide,Epoxide
59F_cov,β-lactam,Lactam
59H_cov,β-lactam,Lactam
59I_cov,β-lactam,Lactam
5AM_cov,Ketone,Carbonyl
5BF_cov,Aldehyde,Aldehyde
5BY_cov,Cyclic_Boronic_Acid,Boronic_Acid
5BZ_cov,Boronic_Acid,Boronic_Acid
5E8_cov,Acrylate,Michael_Acceptor
5E9_cov,Acrylate,Michael_Acceptor
5EB_cov,Acrylate,Michael_Acceptor
5EC_cov,Acrylate,Michael_Acceptor
5ED_cov,Acrylate,Michael_Acceptor
5EE_cov,Acrylamide,Michael_Acceptor
5EX_cov,Acrylate,Michael_Acceptor
5F2_cov,Acrylate,Michael_Acceptor
5FQ_cov,Alkyl_Halide,Halohydrocarbon
5FU_1_cov,Aryl_Halide,Aryl_Halide
5FU_2_cov,Azide,Azide
5GF_cov,Glycoside,Glycoside
5GH_cov,Acrylate,Michael_Acceptor
5GI_cov,Aldehyde,Aldehyde
5GP_cov,Phosphoric_Acid,Phosphonate
5H_cov,Acrylamide,Michael_Acceptor
5I1_cov,Acrylamide,Michael_Acceptor
5IW_cov,Aldehyde,Aldehyde
5IZ_cov,Aldehyde,Aldehyde
5JR_cov,Acrylamide,Michael_Acceptor
5KO_cov,β-lactam,Lactam
5KW_cov,Haloacetamide,Halohydrocarbon
5L7_cov,Aldehyde,Aldehyde
5LG_cov,Aldehyde,Aldehyde
5LH_cov,Aldehyde,Aldehyde
5LJ_cov,Aldehyde,Aldehyde
5LL_cov,Butadienyl_Carbonyl,Michael_Acceptor
5LM_cov,Acrylamide,Michael_Acceptor
5NH_cov,α-ketoamide,Carbonyl
5NJ_cov,αβ-unsaturated_Carbonyl,Michael_Acceptor
5OX_cov,Butadienyl_Carbonyl,Michael_Acceptor
5PH_cov,α-halomethyl_Ketone,Halohydrocarbon
5QP_cov,Epoxide,Epoxide
5RP_cov,Ketone,Carbonyl
5T9_cov,Nitrile,Nitrile
5TI_cov,Acrylamide,Michael_Acceptor
5UT_cov,Acrylamide,Michael_Acceptor
5VR_cov,Imidazolidinone,Urea_carbonyl
5VW_cov,Imidazolidinone,Urea_carbonyl
5X4_cov,Acrylamide,Michael_Acceptor
5X_cov,Acrylamide,Michael_Acceptor
5XH_cov,Acrylamide,Michael_Acceptor
5XU_cov,Aldehyde,Aldehyde
5YW_cov,Acrylamide,Michael_Acceptor
5YZ_cov,Aldehyde,Aldehyde
5Z8_cov,Aryl_Halide,Aryl_Halide
5ZB_cov,Haloacetamide,Halohydrocarbon
5ZF_cov,Haloacetamide,Halohydrocarbon
602_cov,Imidazolidinone,Urea_carbonyl
616_cov,γ-lactam,Lactam
61T_cov,Sulfonamide,Sulfamate
621_cov,α-acyloxymethyl_Ketone,α-acyloxymethyl_Ketone
624_cov,Ketone,Carbonyl
62A_cov,Ketone,Carbonyl
630_cov,Acrylamide,Michael_Acceptor
632_cov,Ketone,Carbonyl
633_cov,Acrylamide,Michael_Acceptor
634_cov,Acrylamide,Michael_Acceptor
63A_cov,Acrylamide,Michael_Acceptor
63R_cov,Haloacetamide,Halohydrocarbon
63U_cov,β-lactam,Lactam
63V_cov,β-lactam,Lactam
64D_cov,Carbamate,Carbamate
66B_cov,Butadienyl_Carbonyl,Michael_Acceptor
66U_cov,Aziridine,Aziridine
66V_cov,Aziridine,Aziridine
681_cov,Ketone,Carbonyl
682_cov,Ketone,Carbonyl
687_cov,Aldehyde,Aldehyde
6A8_cov,Boronic_Acid,Boronic_Acid
6AO_cov,Nitrile,Nitrile
6AZ_cov,Azide,Azide
6B7_cov,β-lactam,Lactam
6B8_cov,β-lactam,Lactam
6B9_cov,Isothiocyanate,Isothiocyanate
6BI_cov,Haloacetamide,Halohydrocarbon
6C1_cov,Boronic_Acid,Boronic_Acid
6CG_cov,Unclassified,Unclassified
6CN_cov,Nitrile,Nitrile
6EV_cov,αβ-unsaturated_Carbonyl,Michael_Acceptor
6FP_cov,Aldehyde,Aldehyde
6FY_cov,Phosphonate_Ester,Phosphonate
6GT_cov,Ketone,Carbonyl
6H1_cov,Unclassified,Unclassified
6H3_cov,Acrylamide,Michael_Acceptor
6H4_cov,Acrylamide,Michael_Acceptor
6HF_cov,Haloacetamide,Halohydrocarbon
6HJ_cov,Acrylamide,Michael_Acceptor
6HL_cov,Acrylamide,Michael_Acceptor
6JN_cov,Carboxylic_Acid,Carboxylic_Acid
6KF_cov,Epoxide@Ketone,Epoxide@Carbonyl
6KG_cov,Epoxide@Ketone,Epoxide@Carbonyl
6KZ_cov,Ketone,Carbonyl
6L3_cov,α-acyloxymethyl_Ketone,α-acyloxymethyl_Ketone
6L4_cov,Acrylamide,Michael_Acceptor
6L8_cov,Acrylamide,Michael_Acceptor
6LN_cov,Disulfide,Disulfide
6M4_cov,Cyclic_Boronic_Acid,Boronic_Acid
6N5_cov,Epoxide@Ketone,Epoxide@Carbonyl
6NV_cov,Epoxide@Ketone,Epoxide@Carbonyl
6O2_cov,Unclassified,Unclassified
6OB_cov,Butadienyl_Carbonyl,Michael_Acceptor
6OY_cov,Acrylate,Michael_Acceptor
6P6_cov,α-halomethyl_Ketone,Halohydrocarbon
6P8_cov,Haloacetamide,Halohydrocarbon
6QR_cov,β-lactam,Lactam
6R3_cov,Aldehyde,Aldehyde
6S6_cov,Aziridine,Aziridine
6SI_cov,Azanitrile,Nitrile
6SM_cov,Aryl_Sulfone,Sulfonyl
6T8_cov,Cyclic_Boronic_Acid,Boronic_Acid
6TS_cov,Acrylamide,Michael_Acceptor
6TT_cov,Acrylamide,Michael_Acceptor
6UU_cov,Thiophosphonate_Ester,Phosphonate
6V7_cov,Boronic_Acid,Boronic_Acid
6V8_cov,Boronic_Acid,Boronic_Acid
6VA_cov,Epoxide@Ketone,Epoxide@Carbonyl
6VC_cov,Epoxide@Ketone,Epoxide@Carbonyl
6VF_cov,Aldehyde@Ketone,Aldehyde@Carbonyl
